_id,geometry,map_id,name,size_ha,province,district,commune,type_area,category,region,issuedate,reference,referen_kh,last_updat,language
12,0106000020887F0000010000000103000000010000000B000000000000006C8A154100000000BD623541000000005C83154100000000E56A35410000000038801541000000004A6C354100000000707915410000000022703541000000009072154100000000307435410000000018831541000000004578354100000000789E1541000000009674354100000000609E1541000000005C7035410000000090991541000000007C683541000000005C9A15410000000081633541000000006C8A154100000000BD623541,f_cfi_637,Kambang,896,Banteay Meanchey,Preah Netr Preah,Phnom Lieb,Fisheries,Community Fishery,Inland fishery,5/9/2018,Agreement_Kambang__05.09.2018.pdf,,03.03.2022,English
13,0106000020887F0000010000000103000000010000001400000000000000C0E513410000000028D135410000000010C81341000000002CE135410000000020DB13410000000084E3354100000000F8FD13410000000056E8354100000000481214410000000022EB35410000000090CE144100000000D0003641000000005457154100000000D6FD3541000000006880154100000000740C364100000000E490154100000000420D3641000000006CA915410000000024FD354100000000A8B415410000000038F8354100000000A4A0154100000000A1FA354100000000B8DA1441000000007FEC354100000000F805154100000000BFF935410000000030F5144100000000C9FA354100000000B0CE1441000000009CF9354100000000986814410000000008EC354100000000785C1441000000008FEA354100000000402414410000000094D8354100000000C0E513410000000028D13541,f_cfi_704,Kach Rotesh,11219,Battambang,Sangkae,Kampong Prieng,Fisheries,Community Fishery,Inland fishery,28/11/2007,Agreement_Kach_Rotesh__28.11.2007.pdf,,11.03.2022,English
14,0106000020887F0000010000000103000000010000000C00000000000000281B124100000000492D364100000000101A1241000000006E2D364100000000002F124100000000623C36410000000008291241000000004641364100000000982A1241000000004E4E3641000000000054124100000000714D364100000000DC5B124100000000514C364100000000F45B1241000000001F47364100000000246A1241000000004C3F36410000000014651241000000008D393641000000009054124100000000B232364100000000281B124100000000492D3641,f_cfi_705,Traosh,2694,Battambang,Thma Koul,Ou Ta Ki,Fisheries,Community Fishery,Inland fishery,26/12/2007,Agreement_Traosh__26.12.2007.pdf,,11.03.2022,English
15,0106000020887F0000010000000103000000010000000A000000000000009C16144100000000BA0E3641000000005082134100000000EE093641000000005082134100000000CA0A364100000000B089134100000000FD1336410000000034AE1341000000006F1336410000000058FA1341000000004319364100000000AC07144100000000CF1B36410000000030141441000000007B1C36410000000084301441000000008B1F3641000000009C16144100000000BA0E3641,f_cfi_702,Dombouk Bun,2506,Battambang,Sangkae,Anlong Vil,Fisheries,Community Fishery,Inland fishery,28/11/2007,Agreement_Dombouk_Bun__28.11.2007.pdf,,11.03.2022,English
16,0106000020887F0000010000000103000000010000000A00000000000000F898154100000000095E364100000000F8911541000000009765364100000000F48A154100000000146E364100000000B4DE1541000000007167364100000000C0DB154100000000166636410000000038BB1541000000000E5C364100000000E8C6154100000000EE55364100000000FCC71541000000001F52364100000000C898154100000000EE59364100000000F898154100000000095E3641,f_cfi_703,Anlong Taour,1873,Battambang,Aek Phnum,Kaoh Chiveang,Fisheries,Community Fishery,Inland fishery,28/11/2007,Agreement_Anlong_Taour__28.11.2007.pdf,,11.03.2022,English
17,0106000020887F0000010000000103000000010000000A0000000088F43B1112204120D26F8FFFA13241C8A1455603152041C8073DDB3FB03241384ED1D1DF222041C086A7F796B5324160764FFEDD2720418026C2F66AB532410044FAED0B262041B0FA5C9D9CA43241B0B662FFFB27204110F2410F06BA324160E5D022AF48204178C7291A10BC3241704694165347204180B740C289AB3241B815FBEBD125204178BE9FAA1BA732410088F43B1112204120D26F8FFFA13241,f_cfi_508,Odom Senchey,2752,Prey Veng,Peam Chor; Preah Sdach,Krang Ta Yang; Kampong Prasat; Reathor; Boeung Daol,Fisheries,Community Fishery,Inland fishery,6/1/2016,Prakas_No_003__06.01.2016.pdf,,18/4/2016,English
18,0106000020887F00000100000001030000000100000007000000603255D01D5F22419865881366B73541E0A59B44186C2241102DB24D2BC2354138014DA4C8762241E0361A7089C8354130772DE1947D2241D8ACFA8CE2CD3541E851B8FEE4802241C00512843ACC354180C0CAC1167A2241107A366BA0C73541603255D01D5F22419865881366B73541,f_cfi_507,Krohom Korl Bak,485.79,Kratie,Sambor,Kampong Cham,Fisheries,Community Fishery,Inland fishery,6/1/2016,Prakas_No_003__06.01.2016.pdf,,18/4/2016,English
19,0106000020887F000002000000010300000001000000850000004051DA1BCA6B1941483789E1E0DF3141201B9EDEE46B194118E02D30B8DF314170764FDE906C194110E02D30BADF3141B0D100DE806D19414089413090DF3141F063CCDD046E194120C05B3045DF3141F09AE6DDD06D194120C05B303EDF3141C0D100DE9C6D19415832553052DF3141B0081BDE546D19414089413083DF3141201B9EDEE46B1941F016483075DF3141201B9EDEDC6B1941A8A44E305CDF3141201B9EDE186C194190DB68301FDF3141C0D100DEB06D19417009F930AFDD314190081BDEAC6D194110CE19315CDD3141C0490C82606D1941F8D9AC2ACDDC3141C0EA73B5AE6C194130772D816FDC3141F051B8DE606C194110C58F3127DC314160AD69DE386D1941D812F23130DB3141C0D100DE5C6E194100BC053204DB3141F075E0DC24711941580E2D32A8DA31411076E0DC64711941109C333295DA314190AC8BDBAC74194168EE5A3239DA3141B03E57DB40751941207C613228DA3141F0D022DBBC75194190976E320ADA3141B0506BDAA0771941285C8F32BED9314100E336DA5C781941383CBD324FD9314120BE301931781941088A1F03D5D83141902497FF0A781941C8172643B5D8314110C9E5BF2C771941E88173F642D83141902F4CE6E6761941B803E7FC0CD83141009A08DB9C761941D0F75333CAD73141F0D022DB68761941F8A067339AD73141903A01CD41761941D85D4B484FD73141A07571DB80751941809CA233F6D63141201AC0DBD47419411861C333A5D63141E0BE0EDC307419410898DD3358D63141709A77DC1873194140211F34BAD53141301AC0DBFC74194138211F34B5D53141402CD4DA74771941E8AE2534B5D53141E01951DAC8781941F0AE2534B7D5314190D0B3D9447A194160CA32349ED53141F0F44AD96C7B19411858393484D53141F03D79D8B07D1941F08E533447D5314130D044D8187E1941105839348DD53141E03D79D8507D194100780B3400D63141A0ABADD8E07C1941F897DD3374D63141B0627FD9D07A1941F897DD3370D63141E02B65D9E87A194158D3BC33C0D63141D02B65D9E07A1941809CA23306D7314100F54AD9147B1941E0F75333CFD7314120BE30D9387B1941D0F75333CDD73141308716D9947B1941304A7B336ED731417088631D957B194110E02D20CED63141F03D79D8607D1941F897DD337DD6314100075FD89C7D194168B3EA335ED63141A0559FABC87D194168D712E2F0D53141606210D8787E1941A03C2C34BCD53141303A920BA07E194178006FD13ED5314190F4DBD7347F194148E17A34E8D4314110D9CE776B7F194198218E1571D43141F04F8DD72C801941786ABC343FD4314130AB3ED7DC80194168A1D63406D431419028ED0DCD80194170C3D3FBF3D3314120F241CF7B801941401AC0BBC0D33141F0B5847C5880194168DE71BAAED33141F051B89E2A801941189E5E5997D3314140FF217D8F7F194120F46C4648D33141702BF6D7407F19418861323514D3314190C2F528047F1941401AC09BD5D231414085EBD1EF7E1941F853E3259CD23141302DB29DE37E19418816D9CE87D23141306519A2E47E1941806132557AD2314160C1A824037F19412051DAAB70D231418039B4881A7F194128A08960F6D13141D0C117E6E17D1941B0F1D2CD38D13141E0A59B04D47C1941B09DEF2795D03141302AA9D3F47B194188C0CAD10DD0314170BE9FDA6C741941E02D90C07CCB3141A00F7AB6E5711941E861A196BDC9314110098ADFFC6D19415807CE390BC7314150AF94E5AC5D194100E78C381DCA3141F02D90E00C69194188613235D2D2314160764FDEF06E1941300F0B354FD33141909A77DC8C731941A04AEA34B2D33141905149DD3C711941D0E53F345BD53141B04160A541711941D0C3423D94D53141F03D79D88D711941A81A2FBDD3D53141E0BE0EDCFC731941A845B633BDD6314140B6F33D20751941D832C4F128D7314170DE710AD2751941F853E375C3D7314190A7570A5176194190DB68A057D83141A0D409E8F1761941281895A4B2D83141908785DA7C77194168E5D03211D9314130FF213D9B771941387E8CA952D93141806ABCB42477194110BC05B289D931414073D792C9751941D0EC9E9CBED93141708863DDDC6F194180B740326CDA3141308716D9146E194190635DDC9CDA3141F0F44AD9166D1941083B703EDADA31410096B20C656C194110C58F7126DB3141C0BFECDED86B1941384ED13186DB314110000040B36B1941889318A40EDC314160984C95DD6B194100C3648A67DC3141B08EE4727E6C1941B00C71ACC4DC3141C025E483EC6C194170567DCE21DD314180764FDE146D19414840133173DD3141F08AFDA5CA6C194198B96BB9B8DD3141405BB13F326C194128B7D1B000DE314170984C955E6B194188D93D7957DE314160CF6695DF6A1941783D0A1799DE3141606666A6CE6A1941B8FA5CFDF1DE3141C0BFECDE006B1941C86D34309EDF3141D03099EA096B1941D098BB96D6DF31413097FF50A46A1941187C61521AE03141D06D3440B7691941E0141DF975E03141B04082621669194108AC1C4AC4E0314190779C6297681941A001BCC527E13141F078E9A653681941883F35CE5EE13141A0E4F2DF1068194130D26F2F8BE13141004D840D6F67194188E2C778B3E13141D0BAB80D71661941782D219FECE13141008F53748C65194190855A2308E2314110AE47E190641941B0D6342F1DE23141504013E11465194140BB272F46E2314110E02D10C16619418014AE3708E23141F00B9369C56719412863EE6AD5E131419004C58F7D681941D0B12E9EA2E13141F000DE82E9681941F85A420E6BE13141E000DEC248691941B09DEF0722E13141A0635D9C8E69194148AD692EDCE03141A02C43DCED69194168A1D624AEE0314110F2418FF86A194138CD3B3E4BE0314150BB278F776B194178B515CB1EE031414051DA1BCA6B1941483789E1E0DF314101030000000100000019000000101B9EDEE06A1941D86F5FD726E53141F051B8DEA86A1941E04F8DD7B6E4314190F606DF006A194110F9A0D782E43141F03FA4DF74681941606B9AD78FE4314190E4F2DFAC671941E04F8DD7A5E43141B0E4F2DF9C67194108F9A0D780E4314110F775E05866194100F9A0D779E43141B09BC4E088651941F82FBBD72AE431416009F9E01065194118D9CED7F6E33141704013E1B0641941C0C8762E0AE43141704013E1C4641941981F632E2EE4314150772DE164641941881F632E3CE4314130772DE16C64194168764F2E63E43141F02D90E004661941E85A422E8DE43141505227E01C671941F05A422E94E43141801B0DE034671941C8B12E2EC0E4314190E4F2DF786719410824282ECBE43141C0ADD8DFCC671941D8B12E2EC2E43141E076BEDF10681941883F352EABE43141E03FA4DF44681941883F352EAFE431410040A4DF5C681941D0B12E2EC8E4314100098ADFB0681941703480D7CFE43141509B55DF08691941703480D7C8E43141F051B8DEBC6A1941705F072E2AE53141101B9EDEE06A1941D86F5FD726E53141,f_cfi_489,Trapeang Sangkae,415,Kampot,Tuek Chhou,Trapeang Sangkae,Fisheries,Community Fishery,Marine fishery,14/3/2011,Prakas_No_123__14.03.2011.pdf;Agreement_relevant_documents_and_management_plan_for_Trapeang_Sangkae_community_fishery.pdf;Trapeang_Sangke__15.02.2018.pdf;CFI_Poster_Trapeang_Sangkae__00.00.2017.pdf,,29/03/2022,English
20,0106000020887F000001000000010300000001000000E900000050A60A06FF6D194180AEB6820BC7314170BE9FDA6C741941E02D90C07CCB31416039B4881A7F194128A08960F6D1314150C1A824037F19411851DAAB70D23141306519A2E47E1941806132557AD23141102DB29DE37E19418816D9CE87D231412085EBD1EF7E1941F853E3259CD23141D0F753E3F37E194118AE4781B1D2314190C2F528047F1941381AC09BD5D23141207C6132427F1941204A7BC30BD3314130FF217D8F7F194120F46C4648D3314110F241CF7B801941381AC0BBC0D33141C0FEB27BE780194118D9CEA704D4314160BA498C0F81194178711B7D11D43141F075E09C37811941F8E461D11BD4314130E6AEE54C81194160E5D0421FD431411046257572811941806ABCF423D431417091ED3C85811941B8B88D5628D431417091ED3C8581194108B5A6D92FD43141F03845479E81194120166AED38D43141C0172613BB8119411873D71246D43141104FAFD4BE81194108F9A0A751D43141D0DEE08BA981194100780BB46FD431417091ED3C8581194168D5E74A80D43141D054C1685481194198F6064F8AD43141D0073DDB33811941186A4DA394D431414060E5D01A811941A0B43788A0D43141003D9B1526811941903A011DACD43141604469AF6481194188D2DE80B5D431415005A3D2B9811941A80A4625C0D43141500E2D320682194190CB7FF8C7D43141F04A59063782194140F1635CD1D4314150D191DC6C821941806132A5E6D431411024283EBE82194110A5BD0105D5314120068195F6821941F8A0671309D53141E05817F747831941C8EEC9030AD531416039B48872831941A001BCB50ED53141E01B7CA1AE831941C8FEB21B1DD53141100BB526BB831941E8482E8F25D53141809ECD2AC5831941C0EC9E1C46D5314110462535DE83194178E9261151D53141604BC8470B84194198E61D775FD53141D0E76AAB6184194178E9261151D5314120A089F0D28319410824280E23D53141204A7B0366831941B07BF22003D53141C0BAB8CDE3821941D812F2D1DED43141400AD7637E82194168AA60F4BDD43141303333B3088219412041F13396D431410012147F25821941F01648A066D4314180AEB6A2E081194198C420803FD43141B0506B9ACC8119418051499D38D43141E02406418F811941400AD7C321D431417091ED3C8581194138D6C50D13D4314190ED7C7F8B81194188EB51E805D4314100CE1911B6811941C0051294FBD33141F0C039E3E18119413892CB3FF1D3314140014D043282194140355E1AE4D33141102DB25D6F821941F0384597DCD33141E01B7C6192821941E8F21F02D6D33141F0DBD701C7821941508D979EC7D33141E0CEF7D3F2821941280F0B75B0D33141D088D21E0D83194128287ECC9BD3314160C3D36B2C83194120F46C168DD3314160CC5DCB7883194118FBCB9E7AD3314150499DC0F98319413892CB4F56D331419087855A38841941D022DBE947D3314150DA1BBC8984194188DB681031D3314100B37B320D851941A0B43788F6D23141F02631C841851941F01FD22FE2D23141F02FBB278E851941D0B359D5C8D23141004D848DE985194160BA49ECB2D2314130C4B1AE39861941605DDCC6A5D2314170F90F29C7861941487B83EF93D23141D044D8F0D98619416029CB1097D2314160C3D3AB688719419006F07658D2314190438B2C05881941B840820227D2314110E02D905B881941604BC8070DD23141D0C56D34B38819416007CE39EBD13141C05B20C1078A194160DC46F38DD13141002B8756D68A194140F1638C56D13141C04B3709518B19417824978F37D1314110143FC6E48B1941E8B7AFC31AD13141308941A0BE8C1941B07BF260EDD03141A089B0A1F78D1941086822FCBAD031414060E5D0048F1941107A36FB91D03141C0FEB23B3D911941D8F97ECA42D03141702BF6974B901941F03845D7C6CF314120A089F0BC911941183FC6AC86CF3141F085C99414921941B8A679D779CF3141803F355EC692194188635DEC5ECF31417009F9E067931941C86D348041CF3141D0E53FA40A941941504013E11CCF31414082E207619419411083C08A0DCF314120B072E8AF94194150A60A964FCF3141C06B09F9D79419417068918D88CF3141C0EC9EBCE0941941689A775CD3CF314160EE5A82EE941941D89AE6CDD6CF314140D6C5AD57951941D0B35925C2CF3141A023B9FC7B9519416809F980B7CF3141205A647B1396194120FDF6E59CCF3141D09AE61DCC951941A8CFD54678CF3141D0915CBE7F95194158423EE854CF3141709A779C6396194118C05BD041CF314150A60A0663971941B08BDBA82FCF314170787A2514971941C8BAB8BD14CF3141D0817306C996194130772D61F6CE3141906CE7BB1496194148E17AE4B0CE3141503789418795194170567DAE7BCE314150D1919C6396194108A3927A4BCE3141506B9AF73F971941D066D5171ECE3141005F988CA89819411895D479D5CD3141B0D1005E089A1941684DF35E94CD3141B025E403FF9A1941A023B93C68CD314190D2DE20459B1941385EBA0961CD314100EEEBC0929B1941E861A18659CD314140674469F49B194110143F9658CD314140014DC4D09C19410088F45B66CD3141905374641E9D1941287502AA61CD3141B0EA73B5479D1941B09DEFA75CCD314180D93DB9EB9D1941C898BB0633CD31413090A078219E1941D86800DF1DCD3141E04F8D17539E1941E093873516CD3141A0BB96D0B29F19410824287E19CD3141E061A196DC9F194160DC469315CD314150EA04B46AA01941E0361A40ECCC3141C064AA60ACA01941C87F48DFE7CC3141B069DEF1CDA01941F80FE927EBCC3141A0923AC1E6A01941989999E9F3CC314120EBE236E8A01941C8FEB2DBFECC3141607FD93DD5A01941F87E6A3C1ECD314100AAF1529CA01941002B87C652CD31411024283E9FA0194150E3A58B5FCD314170D712F297A01941C8EEC9236ECD31418058A87573A01941102DB2FD77CD314110D7A33059A0194158D3BCA37BCD314140CF661503A01941D0DEE03B8ACD3141E0CEF753C49F1941A835CDBB97CD314190ED7C3F919F194148696FD0AFCD3141807AA5EC669F1941A8A44ED0CACD314140E8D9EC309F194130DD24F6F6CD3141E0E00B531D9F1941903A011DFFCD314190D409A8E09E194158423EE801CE314130CD3B4EC99E19410834117604CE314170128340B99E194118E258070BCE314110D9CE77C39E1941107A363B11CE3141C0C117E60D9F194110363CAD29CE314160EE5A028C9E194120FDF6A572CE314160CC5DCB4B9E1941585227B099CE3141906588635A9E1941088195B39DCE3141602041716A9E1941A0CDAAFFA4CE3141D07F487F449E1941E0C7984BC7CE3141104625F50F9E1941A023B9DCE8CE314110D7A3B0899D1941900F7AB60DCF314130F8C2644C9D1941C8E53FC41DCF3141E09C1165169D19411873D73232CF3141A057CA72269D194170567D4E37CF3141E0E995725C9D194138B4C8E62ACF31418004C54F859D1941803F351E1ACF314130992A18B19D1941B8627F890FCF3141E07A14EE229E194168D5E71AFBCE3141E0C798FB689E194148D8F0F4E9CE3141C0270FCB819E194120B07278E0CE3141B07BF270A09E1941E81DA7F8B7CE3141E0141D09AF9E1941904AEAC496CE314110AE47A1BD9E1941E8C039038ECE3141E0938785D39E1941801D383779CE314130211FF4E79E1941A89BC46073CE3141301AC05B0F9F1941E0E9952261CE314180FB3A70429F1941D8D7810358CE31412041F123849F194188EB516845CE314100F01608879F1941C87F481F42CE3141F075E01C849F1941A857CAA238CE314110BE3099A89F19414837891132CE31418016D90EAA9F1941280F0B9528CE3141C030992A949F1941A0923AE114CE3141A03C2C548E9F194128CB10D7EDCD3141A067B32A949F1941684469EFD3CD31413008AC1CBA9F194138D6C5ADBDCD3141B02E6E23DD9F194198779C42ADCD314180B740C20EA019419028EDADA2CD314190FD65377CA01941D8F0F45A93CD314140DF4F0DEEA01941E8839E7D85CD314180C0CA2121A1194190CB7FB878CD314100E78C2844A11941D019517A66CD31411061C31347A11941A0A2236952CD3141203867442EA1194130FF219D3DCD3141D07F48FF13A11941483789012BCD314190976E5208A11941B815FB0B1CCD314120B9FCC709A119413090A0880ACD314160F7E42121A1194148C807EDF7CC314140FAEDAB55A11941B069DE81E7CC3141003411368AA11941A857CA62DECC314130211F74B7A1194100917E2BD4CC3141F05A42FEEBA119411061C3C3C7CC314100D578E9EEA11941401CEB62C3CC3141D03B4E51E0A11941400AD743BACC3141B0F3FDD4BBA1194130992A28B5CC3141108C4AEA4CA11941806ABC24B1CC3141C0DCB544F8A01941E0B5840CB0CC3141B0C8763E69A019411071ACABABCC314180E2C79814A019411071ACABABCC3141F073B515CD9F194158EC2FFBB6CC3141C0DA8A7DBE9F194158C1A8A4BECC3141C0DA8A7DBE9F194198FF907EC8CC3141F0F44A99A89F194160C3D3DBE3CC3141E02D90A05F9F1941C8FEB2DBFECC3141B037F802149F1941006F818401CD31414072F90FD29E1941D878E9C601CD3141B0AF03E76B9E194188D2DE20FECC314120C286E7FF9D19412875021AF6CC3141A0A22379B59D1941004D849DECCC3141808CB96B6F9D1941A023B9BCDACC3141402575423F9D194160FE431AC0CC3141C05296E13A9D194128530563A8CC314130AB3E573C9D194128A9131099CC31412085EB11589D1941880D4F2F87CC3141B0825109AF9E19410066F7F427CC3141D010C7FA409F1941A0ABADF8F5CB314150B81E853F9F1941F8E461C1EBCB314160105839029F1941B8270FEBCACB314130772DA1F39E194150840D1FB6CB3141C0F5285CD99E1941903A01AD9DCB3141C0A8A44E939E1941302AA9037BCB314180F2B010669E1941F86C562D5ACB3141209E5EA9089E1941D812F2111FCB314140E17A94D99D1941302AA9E305CB3141800D4FAF519C1941A033A224ABCA3141103FC6DC0499194190C2F5681FCA3141B0B6627F3F90194160984CE5C6C8314160EE5A0294881941004D84DD99C73141F0EBC07931741941E0361A2034C63141401CEBE2EE711941006F81E42AC6314150A60A06FF6D194180AEB6820BC73141,f_cfi_468,Kampongsamaki,577,Kampot,Tuek Chhou,Koun Satv,Fisheries,Community Fishery,Marine fishery,14/3/2011,Prakas_No_123__14.03.2011.pdf;Agreement_relevant_documents_and_management_plan_for_Kampong_Samaki_community_fishery.pdf;Kampong_samaki__19.02.2018.pdf;CFI_Poster_Kampongsamaki__00.00.2017.pdf,,29/03/2022,English
21,0106000020887F0000010000000103000000010000000A00000050AF94A5D3FC194160CC5D1B24AF314150BF7DDDDC011A41D8CEF7F301B0314100098ADF26041A4108F9A02777B03141605452E787061A41F01FD21FE7B03141B0825109B6091A4180FB3A0055B131411061C353CD121A4148EA04E460B23141608FC275C01F1A4170A3017C74B431415050FC1862241A41C8BAB81D4DB0314130DD2406A6001A41703D0A1751AB314150AF94A5D3FC194160CC5D1B24AF3141,f_cfi_530,Kaeb,270,Kep,Kaeb,Prey Thum,Fisheries,Community Fishery,Marine fishery,7/5/2013,Prakas_No_140__07.05.2013.pdf;Phum_Kep_community_fishery__09.09.2011.pdf;CFI_Poster_Kaeb__00.00.2011.pdf,ប្រកាស_លេខ_១៤០__០៧.០៥.២០១៣.pdf,25.04.2022,English
22,0106000020887F00000100000001030000000100000010000000F051B81E928219413880B77030C731412075025A98881941384ED1419CC73141203108ECDD9D1941682BF64708CB3141E0361A00D69E194120386744A0CC3141606DC5FE39A2194168AA6044BBCC31418048BFFDFDA41941E0A59B4434CC314140A4DFFE41A21941B8F3FD442FCB3141F06C56FD3DA6194160984C4573CA3141301136FC15A91941C0D32B45CECA3141E04603B83EAB194138234A2BF2CA314170D712F25DB1194160FE43FA6BC73141B0D85FB635AD19419075719BF8C6314180F2B0D091A11941D0CCCC1C5EC4314190D40928D195194118C05BA0C0C1314180A52CC32C8E1941D8F97E4A11C03141F051B81E928219413880B77030C73141,f_cfi_533,Ou Krasar,446,Kep,Kaeb,Ou Krasar,Fisheries,Community Fishery,Marine fishery,7/5/2013,Prakas_No_140__07.05.2013.pdf;Agreement_and_relevant_documents_for_Ou_Krasar_community_fishery.pdf;CFI_Poster_Ou_Krasar__00.00.2019.pdf,,29.03.2022,English
23,0106000020887F00000100000001030000000100000089000000F0A97C68C4D612412185CCBB171D3241C6A99CD61244134140FEDCF9F71C3241323B0A84A8631341D4219FB5B80C3241765993273D4413414514DFA0ED0C3241F4BEFEBC47441341A23BEF10350D3241221223DDB6441341E166F6C05C0D3241285E5B7D65451341CA040149980D3241FC8A817D654513414EC52031230E32411DCF9C7D654513415A723769860E32418E37953D0645134171DE4401BA0E3241C97C7B9D57441341CAA65399ED0E32415563441D1A4313419D9A67192D0F3241129D31BD4B42134162B78249940F3241D1DB433D0C421341BAFF9E590B103241202D5B7DEC41134149EBB8797A10324150C592BD4B421341DE5FD381F510324100C7E4BD49431341E1F2E2D14C11324162D954BEC64413415940F119A811324134CFA29ED44513418336FAA1E311324140D3AADEB4451341846F07321B1232419340AF9E55451341CACC1E727A123241C187885E7744134171912C1AA61232411EE351BE49431341FA813DB2D9123241140DE23D0E411341EBB2562A1D133241CE62497DF43D13418DDB7B5A841332414283B63C1A3B134115B298CACB133241ACA58A7C7B3A134146179502B01332416C7B59DC4B3A1341E43B761A25133241FC973BFC3B3A134142C860DAC51232418A01041CAD391341623A5082721232411A82AF9B6F38134160BB4BDA4612324178AD63BB613713412B9B44421312324135F4293BA3361341401D3CAADF1132419617F41A34361341287B267A781132418AD0CD7A0436134103A810421511324164DCA61AB535134187CF00DAC91032412AAE349A77341341ACD9E309331032414249E2193A3313411E2BE1510F1032411A36A639AB32134169F9CC19AC0F324146D529392E31134116BAB429250F3241804D13D9DE3013417878B249150F324124E8E53830301341B6F3B071010F3241D8F211F8552D1341AF6398B95E0E32412018A5B7792B1341859FA0B95E0E3241A8C919970E291341FE25ADA9660E3241020AE396102813411E44B491720E3241F79FCC9691271341DEE7BB618A0E32411ABDB87622271341375DC2399E0E3241DA6B7AD6F42513419B07CD09B60E3241E8161F3648241341F8E5D9D9CD0E3241CCCECB75AB221341381FEA89F50E3241FE077075AF2013413BE106DA4C0F32413CC451F5F01F13414410157A7C0F3241797934F5F21E1341880931AAE30F324168E02AB5931E1341D5A83C520F10324188421015E51D1341E3904AF23E103241838DF794261D134126475D6A82103241BC3CFB54C71C1341B7C473B2DD1032417ABA1F55C71C134149A891AA60113241E83A43D5061D134174C2A112AC1132416ABC77B5951D13414E93AF82F31132414DB7B7F5731E13416594B6222312324100CD17D6002013415637B4FA3612324194D49D364C2213417506AAFA3612324165C84437C72413417B1FB15A861232416B175CB706251341B243B71AA612324172FFA75736251341BCD5EB429013324174C09257B7241341705EF40AAC133241A0DE1FD77B221341FCF00A9BE31332411ECDE9F6EE2013411AAD2F93661432410B9A9616641E1341945370BB50153241618E35F6791B1341F9F1B8AB56163241F2A014B69B1A13413A44CB2B96163241DC7B19763C1A13417F9BE26BF516324157EE30D60C1A1341C670FF737017324103B14DD60C1A13418FEC16A4D717324112BD5316ED1913413050224407183241A8AE3F166E191341E0BE2B0427183241587B2236DF1813415AF030EC3218324172F3E355D1171341E6BA34F42E1832419B91AE55D3161341E7C23CD43E18324150644C75C71413413B09573C8A183241802AC9F40C1213413DC67974ED1832412F939634EF101341607D8A0C2119324131D2A693C70C13418EDA9EFC28193241FA7A7113090C13419D0E9A4405193241FE9F25B33A0B1341413186149E1832417850E4128C0A1341A07A74CC421832417CDF92327E0913416FF1685CFB1732419A7B493280081341FEBD60CCC31732419641835176051341B2315D6478173241A20A00D13A031341CE4C666C741732411DAECAD03C021341055D6E4C84173241EE239350FF0013419D7981D4BF173241DACF7B5080001341933788ACD3173241B69151D0C1FF124110768CA4D717324146872B70F3FE1241294E9764F71732416AEF21D044FE1241FCBEB28C6218324104D113B0D5FD124139B9BD3C8A183241B029F4EF36FD1241FB1EC41C9A1832411102BCAF58FC12417482C34486183241323A854F8AFB1241AAD0C07C6A183241B661342F1DFA12410C09C96C7218324130220CCF4EF912411614D23C8A183241637EEFAEDFF81241FB52D1547E183241DC80958EF1F712414F9FB854FF173241A4823CEE42F712413CF693B4501732419E76176D8AF31241D54D67D442163241BA2874AC6EF112413C4950F4B3153241F8E93FCCE1EF1241B70176E43A163241797A29EC52EF124176A8809C5E163241F497D52BB6ED124161129054821632412F6359ABFBEA12416368B85CFD163241B66916EB5EE912412460D59C5C173241D3AFFB8A90E81241DF46E90CA417324162CF0E8B90E812411FA0F884E71732416C9C65AB7EE9124175980E9D5A183241D0258CEBDDE9124193731A25961832410264BF2BBEE91241FCEF498564193241242DC38B8EE91241FC81561D98193241A824796B21E81241A82D64DDB71932415C891DAB84E6124109486DCDBF19324198AADBCA76E5124175726EEDAF1932413C2CF9891DE21241155D64CD40193241A8C96A09E2DF12411191642515193241B90A076935DE1241FD5C6A350D1932414562B748C8DC12415B8C731D191932419EC469484BDB12419C8781DD38193241E0AC2A086FD912419C12AE9DD719324102531768C0D81241EA68C10D1F1A324195790988B2D712414514ECBDC51A32411EA5034855D612415EE12CB6C71B32417C80E0A7A6D5124121973396D71B3241805BB627E8D412415BE1378EDB1B3241931FB987B8D41241938A432E0B1C32416687F48737D512412C9C5956761C3241F0A97C68C4D612412185CCBB171D3241,f_cfi_456,Phum Deum Thkov,1734,Preah Sihanouk,Sihanouk,Koh Rung,Fisheries,Community Fishery,Marine fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,3/1/2024,English
